ref,PDF_id,article_type,authors,article_title,source_title,pub_year,doi,lead_author_institution_type,lead_author_affiliation,study_country,study_region,koaro,inanga, giant_kokopu,shortjaw_kokopu,banded_kokopu,spotted_galaxias,spatial_extent,spatial_extent_km,temporal,period_yrs,preiod_frq,survey,model,experiment,ex_field,ex_lab,review,review_method,method_other,diet,predation,competition,metabolism,disease,parasites,behaviour,movement ,migration,morphology,evolution,spawning,riparain,growth,genetics,eggs,larvae,juveniles,adults,demographics,sex_ratio,fecundity,mortality,age_size_structure,abundance_density,physiochemical_habitat,landuse,aquaculture,harvesting,method_development,conservation,restoration,invasive species,climate_change,stream,lake,ocean,landlocked,notes
165,236,J,Rowe D. Graynoth E. James G. Taylor M. Hawke L.,"Influence of Turbidity and Fluctuating Water Levels on the Abundance and Depth Distribution of Small, Benthic Fish in New Zealand Alpine Lakes",Ecology of Freshwater Fish,2003,10.1034/j.1600-0633.2003.00024.x,CRI,NIWA,NZ,"Canterbury, Otago",y,n,n,n,n,n,regional,120,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
177,248,J,Jowett IG.,In-Stream Habitat Suitability Criteria for Feeding Inanga (Galaxias Maculates),New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517096,CRI,NIWA,NZ,Waikato,n,y,n,n,n,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
9,16,J,Vidal N. Trochine C. Amsinck SL. Barmuta LA. Christoffersen KS. Ventura M. Buchaca T. Landkildehus F. Hardie SA. Meerhoff M. Jeppesen E.,Interaction Between Non-Native Predatory Fishes and Native Galaxiids (Pisces: Galaxiidae) Shapes Food Web Structure in Tasmanian Lakes,Inland Waters,2020,10.1080/20442041.2020.1724047,tertiary,Aarhus University,Australia,Tasmania,y,y,n,n,n,n,regional,185,n,na,na,y,n,n,n,n,n,na,SIA,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,y,n,n,n,n,y,n,n,n,n,n,n,n,y,,n,y,n,n,
72,115,J,Barriga JP. Battini MA. Garcia-Asorey M. Carrea C. Macchi PJ. Cussac VE.,"Intraspecific Variation in Diet, Growth, and Morphology of Landlocked Galaxias Maculatus During Its Larval Period: The Role of Food Availability and Predation Risk",Hydrobiologia,2012,10.1007/s10750-011-0849-3,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,GCA,y,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,y,n,y,
216,292,J,Townsend CR.,Invasion Biology and Ecological Impacts of Brown Trout Salmo Trutta in New Zealand,Biological Conservation,1996,10.1016/0006-3207(96)00014-6,tertiary,UoO,NZ,na,y,n,n,n,n,n,na,na,n,na,na,n,n,n,n,n,y,narrative,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,na,na,na,na,
116,180,J,David BO. Closs GP. Crow SK. Hansen EA.,Is Diel Activity Determined by Social Rank in a Drift-Feeding Stream Fish Dominance Hierarchy?,Animal Behaviour,2007,10.1016/j.anbehav.2006.08.015,tertiary,UoO,NZ,Otago,n,n,y,n,n,n,reach,1,n,na,na,n,n,y,y,n,n,na,fish removal,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
37,57,J,Ruiz-Jarabo I. Gonzalez-Wevar CA. Oyarzun R. Fuentes J. Poulin E. Bertran C. Vargas-Chacoff L.,"Isolation Driven Divergence in Osmoregulation in Galaxias Maculatus (Jenyns, 1848) (Actinopterygii: Osmeriformes)",Plos One,2016,10.1371/journal.pone.0154766,tertiary,Universidade do Algarve,Chile," Los RÌos, AraucanÌa",n,y,n,n,n,n,lab,na,n,na,na,y,n,y,n,y,n,na,DNA,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
254,338,J,Merrilees MJ.,Karyotype of Galaxias Maculatus from New-Zealand,Copeia,1975,10.2307/1442422,tertiary,Massey,NZ,Manawatu-Whanganui,n,y,n,n,n,n,na,na,n,na,na,y,n,n,n,n,n,na,Karyotype,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,"from ""estuary"" although doesn't look like there is an estuary thereÖ. "
238,319,J,Mitchell CP.,Laboratory Culture of Galaxias-Maculatus and Potential Applications,New Zealand Journal of Marine and Freshwater Research,1989,10.1080/00288330.1989.9516369,govt,MAF,NZ,Waikato,n,y,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,breeding,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,y,y,y,y,y,n,y,y,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,
30,45,J,Hicks AS. Jarvis MG. David BO. Waters JM. Norman MD. Closs GP.,Lake and Species Specific Patterns of Non-Diadromous Recruitment in Amphidromous Fish: The Importance of Local Recruitment and Habitat Requirements,Marine and Freshwater Research,2017,10.1071/MF16387,tertiary,UoO,NZ,"West Coast, Otago",y,y,y,n,n,n,regional,290,na,na,na,y,n,n,y,n,n,na,otolith microchemistry,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,"has estimates of prop non diadromous, considers lakes, but doesn't sample from acutal lake"
18,28,J,Kaemingk MA. Swearer SE. Bury SJ. Shima JS.,Landscape Edges Shape Dispersal and Population Structure of a Migratory Fish,Oecologia,2019,10.1007/s00442-019-04440-x,tertiary,VUW,NZ,"BoP, Wellington, Waikato",n,y,n,n,n,n,regional,530,n,na,na,y,n,n,y,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
31,46,J,Jones PE. Augspurger J. Closs GP.,Landscape-Scale Life-History Gradients in New Zealand Freshwater Fish,Freshwater Biology,2017,10.1111/fwb.12886,tertiary,UoO,NZ,"Canterbury, Otago",y,n,n,n,n,n,regional,400,n,na,na,y,n,n,y,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,y,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,has nice length/fecundity figure
53,84,J,David BO. Tonkin JD. Taipeti KWT. Hokianga HT.,Learning the Ropes: Mussel Spat Ropes Improve Fish and Shrimp Passage Through Culverts,Journal of Applied Ecology,2014,10.1111/1365-2664.12178,council,Waikato Regional Council ,NZ,Waikato,n,y,n,n,n,n,lab,0.006,n,na,na,n,n,y,n,y,n,na,passage,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,
106,164,J,Rowe DK. Hicks M. Smith JP. Williams E.,Lethal Concentrations of Suspended Solids for Common Native Fish Species that are Rare in New Zealand Rivers with High Suspended Solids Loads,New Zealand Journal of Marine and Freshwater Research,2009,10.1080/00288330.2009.9626526,CRI,NIWA,NZ,na,n,n,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,toxocology,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,y,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
64,103,J,Closs GP. Hicks AS. Jellyman PG.,Life Histories of Closely Related Amphidromous and Non-Migratory Fish Species: a Trade-Off Between Egg Size and Fecundity,Freshwater Biology,2013,10.1111/fwb.12116,tertiary,UoO,NZ,na,y,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,y,n,y,n,n,y,n,y,n,n,y,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
1,1,J,Hicks AS. Jarvis MG. Easton RR. Waters JM. David BO. Norman MD. Closs GP.,Life History Plasticity Affects the Population Structure and Distribution of the Widespread Migratory Fish Galaxias Brevipinnis,Marine and Freshwater Research,2020,10.1071/MF20099,tertiary,UoO,NZ,West Coast,y,n,n,n,n,n,regional,140,n,na,na,y,n,n,y,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,n,n,n,show non-diadromy (using lakes) even when acess to the sea is possible
28,43,J,Augspurger JM. Warburton M. Closs GP.,Life-History Plasticity in Amphidromous and Catadromous Fishes: a Continuum of Strategies,Reviews in Fish Biology and Fisheries,2017,10.1007/s11160-016-9463-9,tertiary,UoO,NZ,na,y,y,y,y,y,n,na,na,na,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,y,y,n,y,y,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,review of amphidromy 
74,117,J,Burridge CP. Mcdowall RM. Craw D. Wilson MVH. Waters JM.,Marine Dispersal as a Pre-Requisite for Gondwanan Vicariance among Elements of the Galaxiid Fish Fauna,Journal of Biogeography,2012,10.1111/j.1365-2699.2011.02600.x,tertiary,UoT,Southern hemispere,na,y,y,y,y,y,n,international,na,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,y,y,n,y,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,n,
33,48,J,White RSA. Mchugh PA. Glover CN. Mcintosh AR.,Metabolism Drives Distribution and Abundance in Extremophile Fish,Plos One,2017,10.1371/journal.pone.0187597,tertiary,UoC,NZ,West Coast,n,n,n,n,y,n,regional,na,n,na,na,y,n,n,y,n,n,na,metabolic rates,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,na,
84,129,J,Vanhaecke D. De Leaniz CG. Gajardo G. Thomas CJ. Consuegra S.,Metapopulation Dynamics of a Diadromous Galaxiid Fish and Potential Effects of Salmonid Aquaculture,Freshwater Biology,2012,10.1111/j.1365-2427.2012.02794.x,tertiary,Aberystwyth University,Chile,Los Lagos,n,y,n,n,n,n,regional,90,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,n,n,y,y,y,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,"uses genetics to infer pop sizes and source-sink dynamics, interesting. "
85,131,J,Akbaripasand A. Nichol EC. Lokman PM. Closs GP.,"Microhabitat Use of a Native New Zealand Galaxiid Fish, Galaxias Fasciatus",New Zealand Journal of Marine and Freshwater Research,2011,10.1080/00288330.2010.544044,tertiary,UoO,NZ,Otago,n,n,n,n,y,n,reach,350,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
71,114,J,Poulin R. Closs GP. Lill AWT. Hicks AS. Herrmann KK. Kelly DW.,Migration as an Escape from Parasitism in New Zealand Galaxiid Fishes,Oecologia,2012,10.1007/s00442-012-2251-x,tertiary,UoO,NZ,Southland,y,n,n,n,n,n,regional,170,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
299,394,J,Ovenden JR. White RW. Adams M.,Mitochondrial and allozyme genetics of incipient speciation in an landlocked population of Galaxias truttaceus (Pisces: Galaxiidae),Genetics,1990,keep,tertiary,University of Tasmania,Australia,Tasmania,n,n,n,n,n,y,regional,300,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
300,395,J,Ovenden JR. White RW. Adams M.,"Mitochondrial and allozyme genetics of two tasmanian galaxiids (Galaxias auratus and g. tanycephalus, pisces: Galaxiidae) with restricted lacustrine distributions",Heredity,1993,10.1038/hdy.1993.33,tertiary,University of Tasmania,Australia,Tasmania,n,n,n,n,n,y,regional,50,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
3,9,J,Dunn NR. O'brien LK. Burridge CP. Closs GP.,Morphological Convergence and Divergence in Galaxias Fishes in Lentic and Lotic Habitats,Diversity,2020,10.3390/d12050183,tertiary,UoO,NZ,"Southland, Canterbury",y,n,n,n,n,n,regional,366,n,na,na,y,n,n,y,n,n,na,genetics,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,y,
292,385,J,Humphries P.,"Morphological variation in diadromous and landlocked populations of the spotted galaxias, Galaxias truttaceus, in Tasmania, south-eastern Australia",Environmental Biology of Fishes,1990,10.1007/BF00001939,tertiary,University of Tasmania,Australia,Tasmania,n,n,n,n,n,y,regional,180,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,lots of demographic info
4,11,J,Mercer M. Searle PC. Cifuentes R. Habit E. Belk MC.,Morphometric Response Of galaxias Maculatus(Jenyns) to Lake Colonization in Chile,Diversity,2020,10.3390/d12060219,tertiary,Brigham Young University,Chile,"Los Lagos, Los RÌos,  La AraucanÌa",n,y,n,n,n,n,regional,450,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
48,78,J,White RSA. Mchugh PA. Glover CN. Mcintosh AR.,Multiple Environmental Stressors Increase the Realised Niche Breadth of a Forest-Dwelling Fish,Ecography,2015,10.1111/ecog.00526,tertiary,UoC,NZ,West Coast,n,y,n,n,y,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,?,
206,282,J,Flores V. Baccala N.,"Multivariate Analyses in the Taxonomy of Two Species of Tylodelphys Diesing, 1850 (Trematoda : Diplostomidae) from Galaxias Maculatus (Teleostei : Galaxiidae)",Systematic Parasitology,1998,10.1023/A:1006070008280,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,40,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,na,
102,160,J,David BO. Hamer MP. Collier KJ.,Mussel Spat Ropes Provide Passage for Banded Kokopu (Galaxias Fasciatus) in Laboratory Trials,New Zealand Journal of Marine and Freshwater Research,2009,10.1080/00288330909510046,council,Environment Waikato,NZ,Waikato,n,n,n,n,y,n,lab,,n,na,na,n,n,y,n,y,n,na,passage,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,
167,238,J,Viozzi GP. Flores VR.,Myxidium Biliare Sp N. (Myxozoa) from Gall Bladder of Galaxias Maculatus (Osmeriformes : Galaxiidae) in Patagonia (Argentina),Folia Parasitologica,2003,10.14411/fp.2003.034,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,
250,332,J,Hine. PM.,"Myxobolus-Iucundus n-Sp (Sporozoa-Myxosporidea) Parasitic in Galaxias-Maculatus (Jenyns, 1842) in New-Zealand",Journal of the Royal Society of New Zealand,1977,10.1080/03036758.1977.10427157,govt,MAF,NZ,Canterbury,n,y,n,n,n,n,reach,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
2,7,J,Cussac VE. Barrantes ME. Boy CC. Gorski K. Habit E. Lattuca ME. Rojo JH.,"New Insights into the Distribution, Physiology and Life Histories of South American Galaxiid Fishes, and Potential Threats to this Unique Fauna",Diversity,2020,10.3390/d12050178,tertiary,Universidad Nacional del Comahue,"Chile, Argentina",na,n,y,n,n,n,n,international,1750,n,na,na,n,n,n,n,n,y,narrative,na,y,y,n,n,n,n,n,n,y,y,y,n,n,y,y,n,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,n,y,
22,33,J,Hickford MJH. Stevens JCB. Schiel DR.,Nonselective Use of Vegetation for Spawning by the Diadromous Fish Galaxias Maculatus,Restoration Ecology,2018,10.1111/rec.12618,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,y,y,n,na,habitat manipulation,n,n,n,n,n,n,y,n,n,n,n,y,y,n,n,y,n,n,y,y,n,y,y,n,y,y,n,n,n,n,n,y,n,n,y,n,n,n,no benefit in restoring native vegetation to enhance egg laying or survival
218,295,J,Hayes JW.,"Observations of Surface Feeding Behaviour in Pools by Koaro, Galaxias Brevipinnis",Journal of the Royal Society of New Zealand,1996,10.1080/03014223.1996.9517508,industry,Cawthron,NZ,Nelson-Tasman,y,n,n,n,n,n,reach,0.025,n,na,na,y,n,n,n,n,n,na,na,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
246,328,J,Atkins L.,Observations on the Glochidial Stage of the Freshwater Mussel Hyridella (Hyridella) Drape Ta (Iredale) (Mollusca: Pelecypoda),Marine and Freshwater Research,1979,10.1071/MF9790411,tertiary,La Trobe University,Australia,Victoria,n,y,n,n,n,n,reach,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,role as mussel host 
183,254,J,Whitehead AL. David BO. Closs GP.,Ontogenetic Shift in Nocturnal Microhabitat Selection by Giant Kokopu in a New Zealand Stream,Journal of Fish Biology,2002,10.1006/jfbi.2002.2147,tertiary,UoO,NZ,Otago,n,n,y,n,n,n,basin,10,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
223,303,J,Cervellini PM. Battini MA. Cussac VE.,Ontogenic Shifts in the Diet of Galaxias-Maculatus (Galaxiidae) and Odontesthes-Microlepidotus (Atherinidae),Environmental Biology of Fishes,1993,10.1007/BF00001724,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,n,na,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,na,
280,374,J,AlÚ D. Correa C. Samaniego H. Krabbenhoft CA. Turner TF.,Otolith microchemistry and diadromy in Patagonian river fishes.,PeerJ,2019,10.7717/peerj.6149,tertiary,Pontificia Universidad CatÛlica de Chile,Chile,Los Lagos,n,y,n,n,n,n,reach,na,n,na,na,y,n,n,n,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
36,53,J,Hickford MJH. Schiel DR.,Otolith Microchemistry of the Amphidromous Galaxias Maculatus Shows Recruitment to Coastal Rivers from Unstructured Larval Pools,Marine Ecology Progress Series,2016,10.3354/meps11701,tertiary,UoC,NZ,"Canterbury, West Coast, Marlborough",n,y,n,n,n,n,regional,290,n,na,na,y,n,n,y,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,describes mixing between west and east coast pops
98,149,J,Hicks AS. Closs GP. Swearer SE.,Otolith Microchemistry of Two Amphidromous Galaxiids Across an Experimental Salinity Gradient: a Multi-Element Approach for Tracking Diadromous Migrations,Journal of Experimental Marine Biology and Ecology,2010,10.1016/j.jembe.2010.07.018,tertiary,UoO,NZ,Otago,n,y,y,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,has refernce about larvae mortality being > 90%
109,169,J,Hale R. Swearer SE.,Otolith Microstructural and Microchemical Changes Associated with Settlement in the Diadromous Fish Galaxias Maculatus,Marine Ecology Progress Series,2008,10.3354/meps07251,tertiary,UoM,Australia,Victoria,n,y,n,n,n,n,regional,30,n,na,na,y,n,n,n,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
17,27,J,Guagliardo S. Viozzi G. Brugni N.,"Pathology Associated with Larval Eustrongylides Sp. (Nematoda: Dioctophymatoidea) Infection in Galaxias Maculatus (Actinopterygii: Galaxiidae) from Patagonia, Argentina",International Journal for Parasitology-Parasites and Wildlife,2019,10.1016/j.ijppaw.2019.08.004,tertiary,Universidad Nacional del Sur,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,na,
5,12,J,Rojo JH. Fernandez DA. Figueroa DE. Boy CC.,Phenotypic and Genetic Differentiation Between Diadromous and Landlocked Puyen Galaxias Maculatus,Journal of Fish Biology,2020,10.1111/jfb.14285,govt,Centro Austral de Investigaciones CientÌficas,Argentina,Patagonia,n,y,n,n,n,n,basin,1,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
189,260,J,Viozzi GP. Gutierrez PA.,"Philureter Trigoniopsis, a New Genus and Species (Dactylogyridae, Ancyrocephalinae) from the Ureters and Urinary Bladder of Galaxias Maculatus (Osmeriformes : Galaxiidae) in Patagonia (Argentina)",Journal of Parasitology,2001,10.2307/3285057,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,na,
44,71,J,Gonzalez-Wevar CA. Salinas P. Hune M. Segovia NI. Vargas-Chacoff L. Astorga M. Canete JI. Poulin E.,"Phylogeography in Galaxias Maculatus (Jenyns, 1848) along Two Biogeographical Provinces in the Chilean Coast",Plos One,2015,10.1371/journal.pone.0131289,tertiary,Universidad de Magallanes,Chile,"AysÈn, AraucanÌa, Magallanes",n,y,n,n,n,n,regional,1060,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
89,136,J,Hickford MJH. Schiel DR.,Population Sinks Resulting from Degraded Habitats of an Obligate Life-History Pathway,Oecologia,2011,10.1007/s00442-010-1834-7,tertiary,UoC,NZ,West Coast,n,y,n,n,n,n,regional,300,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,y,n,n,y,y,n,n,y,n,n,y,y,n,n,y,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,"a few refs on fishing survival rate, juv to adult survival rate USEFUL"
221,299,J,Mcdowall RM. Allibone RM.,"Possible Competitive-Exclusion of Common River Galaxias (Galaxias-Vulgaris) by Koaro (g-Brevipinnis) Following Impoundment of the Waipori River, Otago, New-Zealand",Journal of the Royal Society of New Zealand,1994,10.1080/03014223.1994.9517462,CRI,NIWA,NZ,Otago,y,n,n,n,n,n,basin,100,n,na,na,y,n,n,n,n,n,na,na,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
200,275,J,Macchi PJ. Cussac VE. Alonso MF. Denegri MA.,Predation Relationships Between Introduced Salmonids and the Native Fish Fauna in Lakes and Reservoirs in Northern Patagonia,Ecology of Freshwater Fish,1999,10.1111/j.1600-0633.1999.tb00074.x,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,regional,130,n,na,na,y,n,n,n,n,n,na,na,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,
276,370,J,Milano D. Lozada M. Zagarese HE.†,Predator-induced reaction patterns of landlocked Galaxias maculatus to visual and chemical cues,Aquatic ecology†,2010,10.1007/s10452-010-9312-1,govt,INIBIOMA-CONICETUNCo,Argentina,Patagonia,n,y,n,n,n,n,reach,na,n,na,na,n,n,y,n,y,n,na,metabolic rates,n,y,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
161,231,J,King KJ. Young KD. Waters JM. Wallis GP.,Preliminary Genetic Analysis of Koaro (Galaxias Brevipinnis) in New Zealand Lakes: Evidence for Allopatric Differentiation among Lakes but Little Population Subdivision Within Lakes,Journal of the Royal Society of New Zealand,2003,10.1080/03014223.2003.9517747,tertiary,UoO,NZ,"Otago, BoP",y,n,n,n,n,n,regional,1020,n,na,na,y,n,n,n,n,n,na,genetics,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
214,290,J,Duffy CAJ.,"Pre-Spawning Mortality of Koaro (Galaxias Brevipinnis) in Apias Creek, North-East Ruahine Range, North Island, New Zealand (Note)",New Zealand Journal of Marine and Freshwater Research,1996,10.1080/00288330.1996.9516727,govt,DoC,NZ,Hawkes Bay,y,n,n,n,n,n,basin,40,n,na,na,y,n,n,n,n,n,na,na,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,y,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,found dead koaro
